SequenceName	ClusterNumber
fragment7444	22
fragment4663	22
fragment5009	22
fragment5095	22
fragment5004	22
fragment5007	22
fragment5005	22
fragment4993	22
fragment4994	22
fragment5187	22
fragment5189	22
fragment5078	22
fragment5081	22
fragment37905	22
fragment4930	22
fragment4654	22
fragment4960	22
fragment4950	22
fragment5204	22
fragment5047	22
fragment5044	22
fragment4976	22
fragment4978	22
fragment4980	22
fragment4981	22
fragment8029	22
fragment8046	22
fragment7544	22
fragment6106	22
fragment37713	22
fragment6357	22
fragment6325	22
fragment8510	22
fragment4855	22
fragment20826	22
fragment12814	22
fragment6348	22
fragment7339	22
fragment6883	22
fragment6828	22
fragment6925	22
fragment6724	22
fragment5899	22
fragment6731	22
fragment6746	22
fragment5420	22
fragment6743	22
fragment6707	22
fragment4754	22
fragment5165	22
fragment5006	22
fragment5003	22
fragment4927	22
fragment4905	22
fragment4902	22
fragment4599	22
fragment5176	22
fragment5180	22
fragment27046	22
fragment7127	22
fragment53	22
fragment7340	22
fragment37686	22
fragment6361	22
fragment6333	22
fragment3391	22
fragment631	22
fragment8444	22
fragment6849	22
fragment6411	22
fragment6712	22
fragment5149	22
fragment4725	22
fragment4718	22
fragment5170	22
fragment4728	22
fragment2604	22
fragment5089	22
fragment4947	22
fragment5121	22
fragment4907	22
fragment6316	22
fragment4936	22
fragment5245	22
fragment4697	22
fragment4701	22
fragment4712	22
fragment8540	22
fragment1171	22
fragment7899	22
fragment7522	22
fragment7542	22
fragment6321	22
fragment37699	22
fragment6102	22
fragment5962	22
fragment7478	22
fragment7117	22
fragment6870	22
fragment1604	22
fragment6893	22
fragment6885	22
fragment6872	22
fragment6859	22
fragment6868	22
fragment6127	22
fragment4729	22
fragment4727	22
fragment4723	22
fragment4722	22
fragment4716	22
fragment4937	22
fragment5098	22
fragment4901	22
fragment5240	22
fragment4810	22
fragment4906	22
fragment4939	22
fragment4691	22
fragment4703	22
fragment8541	22
fragment7910	22
fragment6416	22
fragment2561	22
fragment37685	22
fragment6942	22
fragment6047	22
fragment6848	22
fragment7401	22
fragment4717	22
fragment5226	22
fragment9563	22
fragment6428	22
fragment4653	22
fragment4910	22
fragment5241	22
fragment7043	22
fragment7033	22
fragment7034	22
fragment7906	22
fragment7911	22
fragment6408	22
fragment6052	22
fragment7248	22
fragment7442	22
fragment7279	22
fragment6718	22
fragment5122	22
fragment4652	22
fragment5243	22
fragment4926	22
fragment4923	22
fragment5244	22
fragment7119	22
fragment7118	22
fragment7062	22
fragment7391	22
fragment6337	22
fragment6341	22
fragment6863	22
fragment6864	22
fragment5242	22
fragment4921	22
fragment4920	22
fragment5179	22
fragment4925	22
fragment5061	22
fragment4933	22
fragment7061	22
fragment7121	22
fragment7045	22
fragment7032	22
fragment7123	22
fragment6363	22
fragment6690	22
fragment7337	22
fragment4918	22
fragment7073	22
fragment7070	22
fragment6065	22
fragment6721	22
fragment4885	22
fragment37665	22
fragment7270	22
fragment8529	22
fragment10568	22
fragment4886	22
fragment5406	22
fragment37674	22
fragment37675	22
fragment5695	22
fragment7777	22
fragment7778	22
fragment5177	22
fragment38072	22
fragment37667	22
fragment6295	22
fragment4958	22
fragment6386	22
fragment37897	22
fragment6344	22
fragment7338	22
fragment5091	22
fragment4919	22
fragment3355	23
fragment3349	23
fragment10502	23
fragment10504	23
fragment10503	23
fragment3352	23
fragment3350	23
fragment3351	23
fragment2613	-1
fragment37909	-1
fragment2440	24
fragment2333	24
fragment2342	24
fragment2335	24
fragment2334	24
fragment2339	24
fragment2337	24
fragment2338	24
fragment2809	-1
fragment11184	25
fragment11183	25
fragment9500	26
fragment10380	26
fragment9480	26
fragment10432	26
fragment10431	26
fragment9044	26
fragment9505	26
fragment9467	26
fragment9468	26
fragment9475	26
fragment9027	26
fragment9504	26
fragment9502	26
fragment9506	26
fragment9474	26
fragment9079	26
fragment9012	26
fragment9077	26
fragment9020	26
fragment9005	26
fragment9019	26
fragment9002	26
fragment9581	26
fragment9086	26
fragment9091	26
fragment4140	26
fragment9022	26
fragment9015	26
fragment9062	26
fragment9085	26
fragment27204	26
fragment9008	26
fragment9007	26
fragment9038	26
fragment9070	26
fragment9049	26
fragment9087	26
fragment9116	26
fragment9063	26
fragment9072	26
fragment9047	26
fragment9074	26
fragment8994	26
fragment9083	26
fragment9031	26
fragment9069	26
fragment9071	26
fragment9050	26
fragment9095	26
fragment9073	26
fragment9028	26
fragment9106	26
fragment9023	26
fragment9107	26
fragment9105	26
fragment10559	26
fragment11359	26
fragment9045	26
fragment9056	26
fragment9037	26
fragment9943	-1
fragment38240	-1
fragment11388	27
fragment2041	27
fragment1996	-1
fragment2240	-1
fragment37885	-1
fragment37884	-1
fragment37886	-1
fragment2818	-1
fragment2817	-1
fragment1910	-1
fragment2163	-1
fragment4361	28
fragment2158	28
fragment2092	28
fragment2104	28
fragment2106	29
fragment1959	29
fragment2094	-1
fragment2145	30
fragment2107	30
fragment2149	-1
fragment2142	-1
fragment2170	31
fragment2085	31
fragment2108	31
fragment2161	32
fragment2152	32
fragment2086	32
fragment2095	32
fragment2160	33
fragment2084	33
fragment2111	33
fragment3468	34
fragment12867	34
fragment11478	34
fragment11479	34
fragment12868	34
fragment12865	34
fragment3056	-1
fragment10607	-1
fragment2741	-1
fragment38222	-1
fragment38223	-1
fragment38190	-1
fragment38147	-1
fragment38149	-1
fragment38183	-1
fragment2588	-1
fragment2993	-1
fragment2966	-1
fragment22697	35
fragment3613	35
fragment22596	35
fragment37452	35
fragment22340	35
fragment14509	35
fragment22931	35
fragment3571	35
fragment22595	35
fragment22348	35
fragment22694	35
fragment22347	35
fragment22346	35
fragment22698	35
fragment2344	35
fragment25437	35
fragment25432	35
fragment25433	35
fragment25434	35
fragment22342	35
fragment25417	35
fragment25418	35
fragment25420	35
fragment26334	35
fragment26241	35
fragment38243	35
fragment2406	35
fragment2411	35
fragment26235	35
fragment25378	35
fragment25377	35
fragment26331	35
fragment26330	35
fragment25386	35
fragment25373	35
fragment2461	35
fragment14716	35
fragment2412	35
fragment2413	35
fragment25382	35
fragment25383	35
fragment14403	35
fragment2460	35
fragment2459	35
fragment14389	35
fragment14458	35
fragment26133	35
fragment26198	35
fragment26201	35
fragment26117	35
fragment26131	35
fragment14387	35
fragment14523	35
fragment24647	35
fragment24641	35
fragment24644	35
fragment24643	35
fragment26285	35
fragment24639	35
fragment24598	35
fragment26247	35
fragment26264	35
fragment14456	35
fragment25335	35
fragment26278	35
fragment26282	35
fragment26283	35
fragment25413	35
fragment25415	35
fragment24604	35
fragment24599	35
fragment26249	35
fragment26261	35
fragment26262	35
fragment14454	35
fragment25344	35
fragment25342	35
fragment26125	35
fragment26281	35
fragment26280	35
fragment25441	35
fragment14488	35
fragment14358	35
fragment14426	35
fragment14423	35
fragment14450	35
fragment14447	35
fragment26265	35
fragment26255	35
fragment14445	35
fragment14457	35
fragment24633	35
fragment26232	35
fragment26189	35
fragment26149	35
fragment26147	35
fragment26121	35
fragment25447	35
fragment26065	35
fragment1890	35
fragment14484	35
fragment14442	35
fragment14727	35
fragment26367	35
fragment26368	35
fragment26192	35
fragment26322	35
fragment26135	35
fragment38194	35
fragment26194	35
fragment26153	35
fragment25339	35
fragment26203	35
fragment14370	35
fragment14344	35
fragment25444	35
fragment25443	35
fragment14339	35
fragment14491	35
fragment14483	35
fragment14427	35
fragment14410	35
fragment14420	35
fragment14417	35
fragment14406	35
fragment14641	35
fragment25338	35
fragment25337	35
fragment26152	35
fragment26158	35
